	captured_length	eth_dst	eth_src	highest_layer	info_line	interface_captured	ip_dst	ip_src	length	number	project_id	sniff_timestamp	tcp_dstport	tcp_srcport	tcp_stream
13	60	00:23:8b:82:1f:4a	00:26:22:cb:1e:79	TCP	389 > 43514 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.56	60	14	4	2010-02-03 01:34:07	43514.0	389.0	7.0
14	74	00:16:cb:92:6e:dc	00:23:8b:82:1f:4a	TCP	49945 > 389 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300144 TSecr=0 WS=64		10.42.42.25	10.42.42.253	74	15	4	2010-02-03 01:34:07	389.0	49945.0	8.0
15	74	70:5a:b6:51:d7:b2	00:23:8b:82:1f:4a	TCP	37066 > 256 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300144 TSecr=0 WS=64		10.42.42.50	10.42.42.253	74	16	4	2010-02-03 01:34:07	256.0	37066.0	9.0
16	74	00:26:22:cb:1e:79	00:23:8b:82:1f:4a	TCP	33239 > 256 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300144 TSecr=0 WS=64		10.42.42.56	10.42.42.253	74	17	4	2010-02-03 01:34:07	256.0	33239.0	10.0
17	60	00:23:8b:82:1f:4a	70:5a:b6:51:d7:b2	TCP	554 > 38232 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.50	60	18	4	2010-02-03 01:34:07	38232.0	554.0	3.0
18	60	00:23:8b:82:1f:4a	70:5a:b6:51:d7:b2	TCP	389 > 35168 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.50	60	19	4	2010-02-03 01:34:07	35168.0	389.0	6.0
19	60	00:23:8b:82:1f:4a	00:26:22:cb:1e:79	TCP	256 > 33239 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.56	60	20	4	2010-02-03 01:34:07	33239.0	256.0	10.0
20	60	00:23:8b:82:1f:4a	00:16:cb:92:6e:dc	TCP	389 > 49945 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.25	60	21	4	2010-02-03 01:34:07	49945.0	389.0	8.0
21	60	00:23:8b:82:1f:4a	70:5a:b6:51:d7:b2	TCP	256 > 37066 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.50	60	22	4	2010-02-03 01:34:07	37066.0	256.0	9.0
22	74	70:5a:b6:51:d7:b2	00:23:8b:82:1f:4a	TCP	39682 > 23 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300144 TSecr=0 WS=64		10.42.42.50	10.42.42.253	74	23	4	2010-02-03 01:34:07	23.0	39682.0	11.0
23	74	00:26:22:cb:1e:79	00:23:8b:82:1f:4a	TCP	60559 > 23 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300144 TSecr=0 WS=64		10.42.42.56	10.42.42.253	74	24	4	2010-02-03 01:34:07	23.0	60559.0	12.0
24	60	00:23:8b:82:1f:4a	00:26:22:cb:1e:79	TCP	23 > 60559 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.56	60	25	4	2010-02-03 01:34:07	60559.0	23.0	12.0
25	60	00:23:8b:82:1f:4a	70:5a:b6:51:d7:b2	TCP	23 > 39682 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.50	60	26	4	2010-02-03 01:34:07	39682.0	23.0	11.0
26	74	00:16:cb:92:6e:dc	00:23:8b:82:1f:4a	TCP	60419 > 256 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300145 TSecr=0 WS=64		10.42.42.25	10.42.42.253	74	27	4	2010-02-03 01:34:07	256.0	60419.0	13.0
27	74	70:5a:b6:51:d7:b2	00:23:8b:82:1f:4a	TCP	46561 > 80 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300145 TSecr=0 WS=64		10.42.42.50	10.42.42.253	74	28	4	2010-02-03 01:34:07	80.0	46561.0	14.0
28	74	00:26:22:cb:1e:79	00:23:8b:82:1f:4a	TCP	59941 > 80 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300145 TSecr=0 WS=64		10.42.42.56	10.42.42.253	74	29	4	2010-02-03 01:34:07	80.0	59941.0	15.0
29	60	00:23:8b:82:1f:4a	00:26:22:cb:1e:79	TCP	80 > 59941 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.56	60	30	4	2010-02-03 01:34:07	59941.0	80.0	15.0
30	60	00:23:8b:82:1f:4a	00:16:cb:92:6e:dc	TCP	256 > 60419 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.25	60	31	4	2010-02-03 01:34:07	60419.0	256.0	13.0
31	74	00:16:cb:92:6e:dc	00:23:8b:82:1f:4a	TCP	46672 > 23 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300145 TSecr=0 WS=64		10.42.42.25	10.42.42.253	74	32	4	2010-02-03 01:34:07	23.0	46672.0	16.0
32	74	70:5a:b6:51:d7:b2	00:23:8b:82:1f:4a	TCP	59706 > 22 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300145 TSecr=0 WS=64		10.42.42.50	10.42.42.253	74	33	4	2010-02-03 01:34:07	22.0	59706.0	17.0
33	60	00:23:8b:82:1f:4a	00:16:cb:92:6e:dc	TCP	23 > 46672 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.25	60	34	4	2010-02-03 01:34:07	46672.0	23.0	16.0
34	74	00:26:22:cb:1e:79	00:23:8b:82:1f:4a	TCP	50953 > 22 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300145 TSecr=0 WS=64		10.42.42.56	10.42.42.253	74	35	4	2010-02-03 01:34:07	22.0	50953.0	18.0
35	60	00:23:8b:82:1f:4a	00:26:22:cb:1e:79	TCP	22 > 50953 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.56	60	36	4	2010-02-03 01:34:07	50953.0	22.0	18.0
36	60	00:23:8b:82:1f:4a	70:5a:b6:51:d7:b2	TCP	80 > 46561 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.50	60	37	4	2010-02-03 01:34:07	46561.0	80.0	14.0
37	60	00:23:8b:82:1f:4a	70:5a:b6:51:d7:b2	TCP	22 > 59706 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.50	60	38	4	2010-02-03 01:34:07	59706.0	22.0	17.0
38	74	00:16:cb:92:6e:dc	00:23:8b:82:1f:4a	TCP	41018 > 80 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300145 TSecr=0 WS=64		10.42.42.25	10.42.42.253	74	39	4	2010-02-03 01:34:07	80.0	41018.0	19.0
39	74	70:5a:b6:51:d7:b2	00:23:8b:82:1f:4a	TCP	33697 > 21 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300145 TSecr=0 WS=64		10.42.42.50	10.42.42.253	74	40	4	2010-02-03 01:34:07	21.0	33697.0	20.0
40	74	00:26:22:cb:1e:79	00:23:8b:82:1f:4a	TCP	51807 > 21 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300145 TSecr=0 WS=64		10.42.42.56	10.42.42.253	74	41	4	2010-02-03 01:34:07	21.0	51807.0	21.0
41	60	00:23:8b:82:1f:4a	00:26:22:cb:1e:79	TCP	21 > 51807 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.56	60	42	4	2010-02-03 01:34:07	51807.0	21.0	21.0
42	60	00:23:8b:82:1f:4a	00:16:cb:92:6e:dc	TCP	80 > 41018 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.25	60	43	4	2010-02-03 01:34:07	41018.0	80.0	19.0
43	74	00:16:cb:92:6e:dc	00:23:8b:82:1f:4a	TCP	35813 > 22 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300145 TSecr=0 WS=64		10.42.42.25	10.42.42.253	74	44	4	2010-02-03 01:34:07	22.0	35813.0	22.0
44	74	70:5a:b6:51:d7:b2	00:23:8b:82:1f:4a	TCP	51331 > 443 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300145 TSecr=0 WS=64		10.42.42.50	10.42.42.253	74	45	4	2010-02-03 01:34:07	443.0	51331.0	23.0
45	74	00:26:22:cb:1e:79	00:23:8b:82:1f:4a	TCP	46114 > 443 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300145 TSecr=0 WS=64		10.42.42.56	10.42.42.253	74	46	4	2010-02-03 01:34:07	443.0	46114.0	24.0
46	60	00:23:8b:82:1f:4a	70:5a:b6:51:d7:b2	TCP	21 > 33697 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.50	60	47	4	2010-02-03 01:34:07	33697.0	21.0	20.0
47	60	00:23:8b:82:1f:4a	00:26:22:cb:1e:79	TCP	443 > 46114 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.56	60	48	4	2010-02-03 01:34:07	46114.0	443.0	24.0
48	60	00:23:8b:82:1f:4a	00:16:cb:92:6e:dc	TCP	22 > 35813 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.25	60	49	4	2010-02-03 01:34:07	35813.0	22.0	22.0
49	60	00:23:8b:82:1f:4a	70:5a:b6:51:d7:b2	TCP	443 > 51331 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.50	60	50	4	2010-02-03 01:34:07	51331.0	443.0	23.0
50	74	00:16:cb:92:6e:dc	00:23:8b:82:1f:4a	TCP	43706 > 21 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300145 TSecr=0 WS=64		10.42.42.25	10.42.42.253	74	51	4	2010-02-03 01:34:07	21.0	43706.0	25.0
51	74	70:5a:b6:51:d7:b2	00:23:8b:82:1f:4a	TCP	36834 > 3389 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300145 TSecr=0 WS=64		10.42.42.50	10.42.42.253	74	52	4	2010-02-03 01:34:07	3389.0	36834.0	26.0
52	60	00:23:8b:82:1f:4a	00:16:cb:92:6e:dc	TCP	21 > 43706 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.25	60	53	4	2010-02-03 01:34:07	43706.0	21.0	25.0
53	74	00:26:22:cb:1e:79	00:23:8b:82:1f:4a	TCP	50121 > 3389 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300145 TSecr=0 WS=64		10.42.42.56	10.42.42.253	74	54	4	2010-02-03 01:34:07	3389.0	50121.0	27.0
54	60	00:23:8b:82:1f:4a	00:26:22:cb:1e:79	TCP	3389 > 50121 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.56	60	55	4	2010-02-03 01:34:07	50121.0	3389.0	27.0
55	74	00:16:cb:92:6e:dc	00:23:8b:82:1f:4a	TCP	44878 > 443 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300145 TSecr=0 WS=64		10.42.42.25	10.42.42.253	74	56	4	2010-02-03 01:34:07	443.0	44878.0	28.0
56	74	70:5a:b6:51:d7:b2	00:23:8b:82:1f:4a	TCP	34135 > 113 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300145 TSecr=0 WS=64		10.42.42.50	10.42.42.253	74	57	4	2010-02-03 01:34:07	113.0	34135.0	29.0
57	74	00:26:22:cb:1e:79	00:23:8b:82:1f:4a	TCP	50013 > 113 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300145 TSecr=0 WS=64		10.42.42.56	10.42.42.253	74	58	4	2010-02-03 01:34:07	113.0	50013.0	30.0
58	60	00:23:8b:82:1f:4a	70:5a:b6:51:d7:b2	TCP	3389 > 36834 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.50	60	59	4	2010-02-03 01:34:07	36834.0	3389.0	26.0
59	60	00:23:8b:82:1f:4a	70:5a:b6:51:d7:b2	TCP	113 > 34135 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.50	60	60	4	2010-02-03 01:34:07	34135.0	113.0	29.0
60	60	00:23:8b:82:1f:4a	00:16:cb:92:6e:dc	TCP	443 > 44878 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.25	60	61	4	2010-02-03 01:34:07	44878.0	443.0	28.0
61	60	00:23:8b:82:1f:4a	00:26:22:cb:1e:79	TCP	113 > 50013 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.56	60	62	4	2010-02-03 01:34:07	50013.0	113.0	30.0
62	74	00:16:cb:92:6e:dc	00:23:8b:82:1f:4a	TCP	50402 > 3389 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300145 TSecr=0 WS=64		10.42.42.25	10.42.42.253	74	63	4	2010-02-03 01:34:07	3389.0	50402.0	31.0
63	74	70:5a:b6:51:d7:b2	00:23:8b:82:1f:4a	TCP	40191 > 53 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300145 TSecr=0 WS=64		10.42.42.50	10.42.42.253	74	64	4	2010-02-03 01:34:07	53.0	40191.0	32.0
64	74	00:26:22:cb:1e:79	00:23:8b:82:1f:4a	TCP	41828 > 53 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300145 TSecr=0 WS=64		10.42.42.56	10.42.42.253	74	65	4	2010-02-03 01:34:07	53.0	41828.0	33.0
65	60	00:23:8b:82:1f:4a	00:16:cb:92:6e:dc	TCP	3389 > 50402 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.25	60	66	4	2010-02-03 01:34:07	50402.0	3389.0	31.0
66	60	00:23:8b:82:1f:4a	00:26:22:cb:1e:79	TCP	53 > 41828 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.56	60	67	4	2010-02-03 01:34:07	41828.0	53.0	33.0
67	74	00:16:cb:92:6e:dc	00:23:8b:82:1f:4a	TCP	60791 > 113 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300145 TSecr=0 WS=64		10.42.42.25	10.42.42.253	74	68	4	2010-02-03 01:34:07	113.0	60791.0	34.0
68	74	70:5a:b6:51:d7:b2	00:23:8b:82:1f:4a	TCP	56976 > 636 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300145 TSecr=0 WS=64		10.42.42.50	10.42.42.253	74	69	4	2010-02-03 01:34:07	636.0	56976.0	35.0
69	74	00:26:22:cb:1e:79	00:23:8b:82:1f:4a	TCP	42026 > 636 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300145 TSecr=0 WS=64		10.42.42.56	10.42.42.253	74	70	4	2010-02-03 01:34:07	636.0	42026.0	36.0
70	60	00:23:8b:82:1f:4a	00:26:22:cb:1e:79	TCP	636 > 42026 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.56	60	71	4	2010-02-03 01:34:07	42026.0	636.0	36.0
71	60	00:23:8b:82:1f:4a	00:16:cb:92:6e:dc	TCP	113 > 60791 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.25	60	72	4	2010-02-03 01:34:07	60791.0	113.0	34.0
72	60	00:23:8b:82:1f:4a	70:5a:b6:51:d7:b2	TCP	53 > 40191 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.50	60	73	4	2010-02-03 01:34:07	40191.0	53.0	32.0
73	60	00:23:8b:82:1f:4a	70:5a:b6:51:d7:b2	TCP	636 > 56976 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.50	60	74	4	2010-02-03 01:34:07	56976.0	636.0	35.0
74	74	00:16:cb:92:6e:dc	00:23:8b:82:1f:4a	TCP	48126 > 53 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300145 TSecr=0 WS=64		10.42.42.25	10.42.42.253	74	75	4	2010-02-03 01:34:07	53.0	48126.0	37.0
75	74	70:5a:b6:51:d7:b2	00:23:8b:82:1f:4a	TCP	36290 > 25 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300145 TSecr=0 WS=64		10.42.42.50	10.42.42.253	74	76	4	2010-02-03 01:34:07	25.0	36290.0	38.0
76	74	00:26:22:cb:1e:79	00:23:8b:82:1f:4a	TCP	34878 > 25 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300145 TSecr=0 WS=64		10.42.42.56	10.42.42.253	74	77	4	2010-02-03 01:34:07	25.0	34878.0	39.0
77	60	00:23:8b:82:1f:4a	00:16:cb:92:6e:dc	TCP	53 > 48126 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.25	60	78	4	2010-02-03 01:34:07	48126.0	53.0	37.0
78	60	00:23:8b:82:1f:4a	00:26:22:cb:1e:79	TCP	25 > 34878 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.56	60	79	4	2010-02-03 01:34:07	34878.0	25.0	39.0
79	60	00:23:8b:82:1f:4a	70:5a:b6:51:d7:b2	TCP	25 > 36290 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.50	60	80	4	2010-02-03 01:34:07	36290.0	25.0	38.0
80	74	00:26:22:cb:1e:79	00:23:8b:82:1f:4a	TCP	58725 > 1723 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300146 TSecr=0 WS=64		10.42.42.56	10.42.42.253	74	81	4	2010-02-03 01:34:07	1723.0	58725.0	40.0
81	60	00:23:8b:82:1f:4a	00:26:22:cb:1e:79	TCP	1723 > 58725 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.56	60	82	4	2010-02-03 01:34:07	58725.0	1723.0	40.0
82	74	00:16:cb:92:6e:dc	00:23:8b:82:1f:4a	TCP	38726 > 636 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300146 TSecr=0 WS=64		10.42.42.25	10.42.42.253	74	83	4	2010-02-03 01:34:07	636.0	38726.0	41.0
83	74	70:5a:b6:51:d7:b2	00:23:8b:82:1f:4a	TCP	48823 > 1723 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300146 TSecr=0 WS=64		10.42.42.50	10.42.42.253	74	84	4	2010-02-03 01:34:07	1723.0	48823.0	42.0
84	74	00:26:22:cb:1e:79	00:23:8b:82:1f:4a	TCP	53918 > 34573 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300146 TSecr=0 WS=64		10.42.42.56	10.42.42.253	74	85	4	2010-02-03 01:34:07	34573.0	53918.0	43.0
85	60	00:23:8b:82:1f:4a	00:26:22:cb:1e:79	TCP	34573 > 53918 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.56	60	86	4	2010-02-03 01:34:07	53918.0	34573.0	43.0
86	60	00:23:8b:82:1f:4a	00:16:cb:92:6e:dc	TCP	636 > 38726 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.25	60	87	4	2010-02-03 01:34:07	38726.0	636.0	41.0
87	74	00:16:cb:92:6e:dc	00:23:8b:82:1f:4a	TCP	38218 > 25 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300146 TSecr=0 WS=64		10.42.42.25	10.42.42.253	74	88	4	2010-02-03 01:34:07	25.0	38218.0	44.0
88	74	70:5a:b6:51:d7:b2	00:23:8b:82:1f:4a	TCP	40676 > 34573 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300146 TSecr=0 WS=64		10.42.42.50	10.42.42.253	74	89	4	2010-02-03 01:34:07	34573.0	40676.0	45.0
89	74	00:26:22:cb:1e:79	00:23:8b:82:1f:4a	TCP	40811 > 4224 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300146 TSecr=0 WS=64		10.42.42.56	10.42.42.253	74	90	4	2010-02-03 01:34:07	4224.0	40811.0	46.0
90	60	00:23:8b:82:1f:4a	00:16:cb:92:6e:dc	TCP	25 > 38218 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.25	60	91	4	2010-02-03 01:34:07	38218.0	25.0	44.0
91	60	00:23:8b:82:1f:4a	00:26:22:cb:1e:79	TCP	4224 > 40811 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.56	60	92	4	2010-02-03 01:34:07	40811.0	4224.0	46.0
92	74	00:16:cb:92:6e:dc	00:23:8b:82:1f:4a	TCP	35275 > 1723 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300146 TSecr=0 WS=64		10.42.42.25	10.42.42.253	74	93	4	2010-02-03 01:34:07	1723.0	35275.0	47.0
93	74	70:5a:b6:51:d7:b2	00:23:8b:82:1f:4a	TCP	46400 > 4224 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300146 TSecr=0 WS=64		10.42.42.50	10.42.42.253	74	94	4	2010-02-03 01:34:07	4224.0	46400.0	48.0
94	74	00:26:22:cb:1e:79	00:23:8b:82:1f:4a	TCP	47435 > 6667 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300146 TSecr=0 WS=64		10.42.42.56	10.42.42.253	74	95	4	2010-02-03 01:34:07	6667.0	47435.0	49.0
95	60	00:23:8b:82:1f:4a	00:16:cb:92:6e:dc	TCP	1723 > 35275 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.25	60	96	4	2010-02-03 01:34:07	35275.0	1723.0	47.0
96	60	00:23:8b:82:1f:4a	70:5a:b6:51:d7:b2	TCP	1723 > 48823 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.50	60	97	4	2010-02-03 01:34:07	48823.0	1723.0	42.0
97	60	00:23:8b:82:1f:4a	70:5a:b6:51:d7:b2	TCP	34573 > 40676 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.50	60	98	4	2010-02-03 01:34:07	40676.0	34573.0	45.0
98	60	00:23:8b:82:1f:4a	70:5a:b6:51:d7:b2	TCP	4224 > 46400 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.50	60	99	4	2010-02-03 01:34:07	46400.0	4224.0	48.0
99	60	00:23:8b:82:1f:4a	00:26:22:cb:1e:79	TCP	6667 > 47435 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.56	60	100	4	2010-02-03 01:34:07	47435.0	6667.0	49.0
